,Quarter,Region,State,Purpose,Trips
22306,1/04/2007,Whitsundays,Queensland,Holiday,114.1154844
22307,1/07/2007,Whitsundays,Queensland,Holiday,92.755437
22308,1/10/2007,Whitsundays,Queensland,Holiday,67.7772906
22309,1/01/2008,Whitsundays,Queensland,Holiday,91.3101035
22310,1/04/2008,Whitsundays,Queensland,Holiday,102.4163534
22311,1/07/2008,Whitsundays,Queensland,Holiday,98.965744
22312,1/10/2008,Whitsundays,Queensland,Holiday,102.8240147
22313,1/01/2009,Whitsundays,Queensland,Holiday,27.2415642
22314,1/04/2009,Whitsundays,Queensland,Holiday,64.7383937
22315,1/07/2009,Whitsundays,Queensland,Holiday,100.8490472
22316,1/10/2009,Whitsundays,Queensland,Holiday,93.5852986
22317,1/01/2010,Whitsundays,Queensland,Holiday,68.4875955
22318,1/04/2010,Whitsundays,Queensland,Holiday,64.0976456
22319,1/07/2010,Whitsundays,Queensland,Holiday,143.6332454
22320,1/10/2010,Whitsundays,Queensland,Holiday,89.0571208
22321,1/01/2011,Whitsundays,Queensland,Holiday,25.7082671
22322,1/04/2011,Whitsundays,Queensland,Holiday,75.568918
22323,1/07/2011,Whitsundays,Queensland,Holiday,106.756963
22324,1/10/2011,Whitsundays,Queensland,Holiday,122.7642041
22325,1/01/2012,Whitsundays,Queensland,Holiday,47.4022043
22326,1/04/2012,Whitsundays,Queensland,Holiday,80.9702393
22327,1/07/2012,Whitsundays,Queensland,Holiday,106.8716826
22328,1/10/2012,Whitsundays,Queensland,Holiday,83.4219333
22329,1/01/2013,Whitsundays,Queensland,Holiday,59.5361378
22330,1/04/2013,Whitsundays,Queensland,Holiday,80.2914132
22331,1/07/2013,Whitsundays,Queensland,Holiday,83.7826558
22332,1/10/2013,Whitsundays,Queensland,Holiday,94.6805039
22333,1/01/2014,Whitsundays,Queensland,Holiday,48.6163252
22334,1/04/2014,Whitsundays,Queensland,Holiday,83.4683336
22335,1/07/2014,Whitsundays,Queensland,Holiday,97.8771584
22336,1/10/2014,Whitsundays,Queensland,Holiday,70.5162233
22337,1/01/2015,Whitsundays,Queensland,Holiday,39.0575978
22338,1/04/2015,Whitsundays,Queensland,Holiday,60.0923916
22339,1/07/2015,Whitsundays,Queensland,Holiday,112.3361696
22340,1/10/2015,Whitsundays,Queensland,Holiday,95.4084011
22341,1/01/2016,Whitsundays,Queensland,Holiday,62.2744695
22342,1/04/2016,Whitsundays,Queensland,Holiday,64.2881808
22343,1/07/2016,Whitsundays,Queensland,Holiday,113.9783519
22344,1/10/2016,Whitsundays,Queensland,Holiday,59.0197824
22345,1/01/1998,Whitsundays,Queensland,Other,0
22346,1/04/1998,Whitsundays,Queensland,Other,0
22347,1/07/1998,Whitsundays,Queensland,Other,0
22348,1/10/1998,Whitsundays,Queensland,Other,0
22349,1/01/1999,Whitsundays,Queensland,Other,0
22350,1/04/1999,Whitsundays,Queensland,Other,10.5949001
22351,1/07/1999,Whitsundays,Queensland,Other,0
22352,1/10/1999,Whitsundays,Queensland,Other,15.2259543
22353,1/01/2000,Whitsundays,Queensland,Other,0
22354,1/04/2000,Whitsundays,Queensland,Other,0
22355,1/07/2000,Whitsundays,Queensland,Other,4.5790094
22356,1/10/2000,Whitsundays,Queensland,Other,0
22357,1/01/2001,Whitsundays,Queensland,Other,0
22358,1/04/2001,Whitsundays,Queensland,Other,0
22359,1/07/2001,Whitsundays,Queensland,Other,0.6417293
22360,1/10/2001,Whitsundays,Queensland,Other,3.4545355
22361,1/01/2002,Whitsundays,Queensland,Other,0
22362,1/04/2002,Whitsundays,Queensland,Other,0
22363,1/07/2002,Whitsundays,Queensland,Other,4.544941
22364,1/10/2002,Whitsundays,Queensland,Other,3.1426809
22365,1/01/2003,Whitsundays,Queensland,Other,0
22366,1/04/2003,Whitsundays,Queensland,Other,4.6151988
22367,1/07/2003,Whitsundays,Queensland,Other,0
22368,1/10/2003,Whitsundays,Queensland,Other,5.6598842
22369,1/01/2004,Whitsundays,Queensland,Other,0
22370,1/04/2004,Whitsundays,Queensland,Other,0
22371,1/07/2004,Whitsundays,Queensland,Other,4.7075017
22372,1/10/2004,Whitsundays,Queensland,Other,6.0360201
22373,1/01/2005,Whitsundays,Queensland,Other,6.6652742
22374,1/04/2005,Whitsundays,Queensland,Other,0
22375,1/07/2005,Whitsundays,Queensland,Other,1.8113102
22376,1/10/2005,Whitsundays,Queensland,Other,8.8665422
22377,1/01/2006,Whitsundays,Queensland,Other,1.510367
22378,1/04/2006,Whitsundays,Queensland,Other,0
22379,1/07/2006,Whitsundays,Queensland,Other,8.126974
22380,1/10/2006,Whitsundays,Queensland,Other,3.361297
22381,1/01/2007,Whitsundays,Queensland,Other,0.703391
22382,1/04/2007,Whitsundays,Queensland,Other,1.8888276
22383,1/07/2007,Whitsundays,Queensland,Other,0
22384,1/10/2007,Whitsundays,Queensland,Other,0
22385,1/01/2008,Whitsundays,Queensland,Other,2.9930033
22386,1/04/2008,Whitsundays,Queensland,Other,3.4793632
22387,1/07/2008,Whitsundays,Queensland,Other,0
22388,1/10/2008,Whitsundays,Queensland,Other,0
22389,1/01/2009,Whitsundays,Queensland,Other,0
22390,1/04/2009,Whitsundays,Queensland,Other,0
22391,1/07/2009,Whitsundays,Queensland,Other,5.4693591
22392,1/10/2009,Whitsundays,Queensland,Other,8.4571377
22393,1/01/2010,Whitsundays,Queensland,Other,0
22394,1/04/2010,Whitsundays,Queensland,Other,0
22395,1/07/2010,Whitsundays,Queensland,Other,0
22396,1/10/2010,Whitsundays,Queensland,Other,0
22397,1/01/2011,Whitsundays,Queensland,Other,0
22398,1/04/2011,Whitsundays,Queensland,Other,2.6465658
22399,1/07/2011,Whitsundays,Queensland,Other,0
22400,1/10/2011,Whitsundays,Queensland,Other,0
22401,1/01/2012,Whitsundays,Queensland,Other,4.80704
22402,1/04/2012,Whitsundays,Queensland,Other,11.8773402
22403,1/07/2012,Whitsundays,Queensland,Other,0
22404,1/10/2012,Whitsundays,Queensland,Other,0
22405,1/01/2013,Whitsundays,Queensland,Other,1.4522747
22406,1/04/2013,Whitsundays,Queensland,Other,11.7129912
22407,1/07/2013,Whitsundays,Queensland,Other,2.1143126
22408,1/10/2013,Whitsundays,Queensland,Other,2.0236699
22409,1/01/2014,Whitsundays,Queensland,Other,0
22410,1/04/2014,Whitsundays,Queensland,Other,6.4880986
22411,1/07/2014,Whitsundays,Queensland,Other,0
22412,1/10/2014,Whitsundays,Queensland,Other,1.4776516
22413,1/01/2015,Whitsundays,Queensland,Other,0
22414,1/04/2015,Whitsundays,Queensland,Other,1.6831315
22415,1/07/2015,Whitsundays,Queensland,Other,0
22416,1/10/2015,Whitsundays,Queensland,Other,0
22417,1/01/2016,Whitsundays,Queensland,Other,3.6311341
22418,1/04/2016,Whitsundays,Queensland,Other,6.049784
22419,1/07/2016,Whitsundays,Queensland,Other,2.8858971
22420,1/10/2016,Whitsundays,Queensland,Other,0
22421,1/01/1998,Whitsundays,Queensland,Visiting,11.0008662
22422,1/04/1998,Whitsundays,Queensland,Visiting,13.8175657
22423,1/07/1998,Whitsundays,Queensland,Visiting,9.7529243
22424,1/10/1998,Whitsundays,Queensland,Visiting,13.9881171
22425,1/01/1999,Whitsundays,Queensland,Visiting,18.4610249
22426,1/04/1999,Whitsundays,Queensland,Visiting,15.7039144
22427,1/07/1999,Whitsundays,Queensland,Visiting,17.5669123
22428,1/10/1999,Whitsundays,Queensland,Visiting,12.6211072
22429,1/01/2000,Whitsundays,Queensland,Visiting,10.9200164
22430,1/04/2000,Whitsundays,Queensland,Visiting,4.9580666
22431,1/07/2000,Whitsundays,Queensland,Visiting,13.2753628
22432,1/10/2000,Whitsundays,Queensland,Visiting,14.336546
22433,1/01/2001,Whitsundays,Queensland,Visiting,14.6627033
22434,1/04/2001,Whitsundays,Queensland,Visiting,7.5930692
22435,1/07/2001,Whitsundays,Queensland,Visiting,18.9569294
22436,1/10/2001,Whitsundays,Queensland,Visiting,9.0136276
22437,1/01/2002,Whitsundays,Queensland,Visiting,22.5934652
22438,1/04/2002,Whitsundays,Queensland,Visiting,11.3957256
22439,1/07/2002,Whitsundays,Queensland,Visiting,29.6957883
22440,1/10/2002,Whitsundays,Queensland,Visiting,6.1175649
22441,1/01/2003,Whitsundays,Queensland,Visiting,7.2451034
22442,1/04/2003,Whitsundays,Queensland,Visiting,24.6227527
22443,1/07/2003,Whitsundays,Queensland,Visiting,16.5106105
22444,1/10/2003,Whitsundays,Queensland,Visiting,9.5103456
22445,1/01/2004,Whitsundays,Queensland,Visiting,24.7016298
22446,1/04/2004,Whitsundays,Queensland,Visiting,14.8994242
22447,1/07/2004,Whitsundays,Queensland,Visiting,7.2638771
22448,1/10/2004,Whitsundays,Queensland,Visiting,1.9809944
22449,1/01/2005,Whitsundays,Queensland,Visiting,14.1080215
22450,1/04/2005,Whitsundays,Queensland,Visiting,1.7642267
22451,1/07/2005,Whitsundays,Queensland,Visiting,13.8908133
22452,1/10/2005,Whitsundays,Queensland,Visiting,19.3852043
22453,1/01/2006,Whitsundays,Queensland,Visiting,18.58145
22454,1/04/2006,Whitsundays,Queensland,Visiting,14.763585
22455,1/07/2006,Whitsundays,Queensland,Visiting,32.87788
22456,1/10/2006,Whitsundays,Queensland,Visiting,5.004438
22457,1/01/2007,Whitsundays,Queensland,Visiting,13.3288952
22458,1/04/2007,Whitsundays,Queensland,Visiting,14.6188046
22459,1/07/2007,Whitsundays,Queensland,Visiting,13.9085749
22460,1/10/2007,Whitsundays,Queensland,Visiting,9.6610461
22461,1/01/2008,Whitsundays,Queensland,Visiting,17.5247079
22462,1/04/2008,Whitsundays,Queensland,Visiting,12.1185955
22463,1/07/2008,Whitsundays,Queensland,Visiting,10.652746
22464,1/10/2008,Whitsundays,Queensland,Visiting,23.7913737
22465,1/01/2009,Whitsundays,Queensland,Visiting,9.9820789
22466,1/04/2009,Whitsundays,Queensland,Visiting,24.9993821
22467,1/07/2009,Whitsundays,Queensland,Visiting,18.9097332
22468,1/10/2009,Whitsundays,Queensland,Visiting,23.7019551
22469,1/01/2010,Whitsundays,Queensland,Visiting,17.2469871
22470,1/04/2010,Whitsundays,Queensland,Visiting,14.6752417
22471,1/07/2010,Whitsundays,Queensland,Visiting,21.4806513
22472,1/10/2010,Whitsundays,Queensland,Visiting,40.9411564
22473,1/01/2011,Whitsundays,Queensland,Visiting,10.1442599
22474,1/04/2011,Whitsundays,Queensland,Visiting,48.7969863
22475,1/07/2011,Whitsundays,Queensland,Visiting,22.753545
22476,1/10/2011,Whitsundays,Queensland,Visiting,28.6122689
22477,1/01/2012,Whitsundays,Queensland,Visiting,13.4380786
22478,1/04/2012,Whitsundays,Queensland,Visiting,18.5868283
22479,1/07/2012,Whitsundays,Queensland,Visiting,12.8158276
22480,1/10/2012,Whitsundays,Queensland,Visiting,37.0396319
22481,1/01/2013,Whitsundays,Queensland,Visiting,17.4432902
22482,1/04/2013,Whitsundays,Queensland,Visiting,18.8262069
22483,1/07/2013,Whitsundays,Queensland,Visiting,49.2280245
22484,1/10/2013,Whitsundays,Queensland,Visiting,32.6742531
22485,1/01/2014,Whitsundays,Queensland,Visiting,18.855605
22486,1/04/2014,Whitsundays,Queensland,Visiting,26.0395622
22487,1/07/2014,Whitsundays,Queensland,Visiting,16.638247
22488,1/10/2014,Whitsundays,Queensland,Visiting,17.5689178
22489,1/01/2015,Whitsundays,Queensland,Visiting,15.2010599
22490,1/04/2015,Whitsundays,Queensland,Visiting,12.9664771
22491,1/07/2015,Whitsundays,Queensland,Visiting,24.9738729
22492,1/10/2015,Whitsundays,Queensland,Visiting,17.8231144
22493,1/01/2016,Whitsundays,Queensland,Visiting,20.3777573
22494,1/04/2016,Whitsundays,Queensland,Visiting,27.0187077
22495,1/07/2016,Whitsundays,Queensland,Visiting,32.0551348
22496,1/10/2016,Whitsundays,Queensland,Visiting,19.9612197
22497,1/01/1998,Wilderness West,Northern Territory,Business,2.9338293
22498,1/04/1998,Wilderness West,Northern Territory,Business,3.2703334
22499,1/07/1998,Wilderness West,Northern Territory,Business,8.47923
22500,1/10/1998,Wilderness West,Northern Territory,Business,7.6612042
22501,1/01/1999,Wilderness West,Northern Territory,Business,9.979287
22502,1/04/1999,Wilderness West,Northern Territory,Business,4.4019319
22503,1/07/1999,Wilderness West,Northern Territory,Business,3.5702582
22504,1/10/1999,Wilderness West,Northern Territory,Business,2.92904
22505,1/01/2000,Wilderness West,Northern Territory,Business,3.7802278
22506,1/04/2000,Wilderness West,Northern Territory,Business,10.555722
22507,1/07/2000,Wilderness West,Northern Territory,Business,8.1101697
22508,1/10/2000,Wilderness West,Northern Territory,Business,21.2937807
22509,1/01/2001,Wilderness West,Northern Territory,Business,8.693695
22510,1/04/2001,Wilderness West,Northern Territory,Business,1.5712714
22511,1/07/2001,Wilderness West,Northern Territory,Business,3.1453709
22512,1/10/2001,Wilderness West,Northern Territory,Business,4.062477
22513,1/01/2002,Wilderness West,Northern Territory,Business,6.0262046
22514,1/04/2002,Wilderness West,Northern Territory,Business,7.6724403
22515,1/07/2002,Wilderness West,Northern Territory,Business,1.0501873
22516,1/10/2002,Wilderness West,Northern Territory,Business,2.0888726
22517,1/01/2003,Wilderness West,Northern Territory,Business,4.8101051
22518,1/04/2003,Wilderness West,Northern Territory,Business,3.0880368
22519,1/07/2003,Wilderness West,Northern Territory,Business,0.8131971
22520,1/10/2003,Wilderness West,Northern Territory,Business,1.4614031
22521,1/01/2004,Wilderness West,Northern Territory,Business,9.6135667
22522,1/04/2004,Wilderness West,Northern Territory,Business,4.8060702
22523,1/07/2004,Wilderness West,Northern Territory,Business,2.5350594
22524,1/10/2004,Wilderness West,Northern Territory,Business,3.6042005
22525,1/01/2005,Wilderness West,Northern Territory,Business,6.479207
22526,1/04/2005,Wilderness West,Northern Territory,Business,4.275318
22527,1/07/2005,Wilderness West,Northern Territory,Business,0
22528,1/10/2005,Wilderness West,Northern Territory,Business,5.38856
22529,1/01/2006,Wilderness West,Northern Territory,Business,3.160293
22530,1/04/2006,Wilderness West,Northern Territory,Business,2.876753
22531,1/07/2006,Wilderness West,Northern Territory,Business,2.033611
22532,1/10/2006,Wilderness West,Northern Territory,Business,1.573341
22533,1/01/2007,Wilderness West,Northern Territory,Business,1.800772
22534,1/04/2007,Wilderness West,Northern Territory,Business,2.8998748
22535,1/07/2007,Wilderness West,Northern Territory,Business,7.757016
22536,1/10/2007,Wilderness West,Northern Territory,Business,9.1461247
22537,1/01/2008,Wilderness West,Northern Territory,Business,1.3924832
22538,1/04/2008,Wilderness West,Northern Territory,Business,7.8185805
22539,1/07/2008,Wilderness West,Northern Territory,Business,8.7782364
22540,1/10/2008,Wilderness West,Northern Territory,Business,1.4940261
22541,1/01/2009,Wilderness West,Northern Territory,Business,0.8311598
22542,1/04/2009,Wilderness West,Northern Territory,Business,0
22543,1/07/2009,Wilderness West,Northern Territory,Business,7.3611398
22544,1/10/2009,Wilderness West,Northern Territory,Business,1.0955001
22545,1/01/2010,Wilderness West,Northern Territory,Business,1.5619309
22546,1/04/2010,Wilderness West,Northern Territory,Business,6.147065
22547,1/07/2010,Wilderness West,Northern Territory,Business,3.7628041
22548,1/10/2010,Wilderness West,Northern Territory,Business,1.6165326
22549,1/01/2011,Wilderness West,Northern Territory,Business,6.8109356
22550,1/04/2011,Wilderness West,Northern Territory,Business,4.7609159
22551,1/07/2011,Wilderness West,Northern Territory,Business,5.1166056
22552,1/10/2011,Wilderness West,Northern Territory,Business,6.5660593
22553,1/01/2012,Wilderness West,Northern Territory,Business,0.6903296
22554,1/04/2012,Wilderness West,Northern Territory,Business,4.4293037
22555,1/07/2012,Wilderness West,Northern Territory,Business,1.5154189
22556,1/10/2012,Wilderness West,Northern Territory,Business,11.0912138
22557,1/01/2013,Wilderness West,Northern Territory,Business,3.1521444
22558,1/04/2013,Wilderness West,Northern Territory,Business,7.806827
22559,1/07/2013,Wilderness West,Northern Territory,Business,2.5969408
22560,1/10/2013,Wilderness West,Northern Territory,Business,4.7455984
22561,1/01/2014,Wilderness West,Northern Territory,Business,0.7055909
22562,1/04/2014,Wilderness West,Northern Territory,Business,10.9818408
22563,1/07/2014,Wilderness West,Northern Territory,Business,2.6350825
22564,1/10/2014,Wilderness West,Northern Territory,Business,16.2294696
22565,1/01/2015,Wilderness West,Northern Territory,Business,7.1154513
22566,1/04/2015,Wilderness West,Northern Territory,Business,9.9071036
22567,1/07/2015,Wilderness West,Northern Territory,Business,0
22568,1/10/2015,Wilderness West,Northern Territory,Business,10.6818174
22569,1/01/2016,Wilderness West,Northern Territory,Business,0.9566906
22570,1/04/2016,Wilderness West,Northern Territory,Business,3.5582838
22571,1/07/2016,Wilderness West,Northern Territory,Business,9.3308803
22572,1/10/2016,Wilderness West,Northern Territory,Business,0.7949179
22573,1/01/1998,Wilderness West,Northern Territory,Holiday,58.3291075
22574,1/04/1998,Wilderness West,Northern Territory,Holiday,37.4595124
22575,1/07/1998,Wilderness West,Northern Territory,Holiday,9.2454441
22576,1/10/1998,Wilderness West,Northern Territory,Holiday,42.4605532
22577,1/01/1999,Wilderness West,Northern Territory,Holiday,45.8789257
22578,1/04/1999,Wilderness West,Northern Territory,Holiday,28.1734093
22579,1/07/1999,Wilderness West,Northern Territory,Holiday,7.232301
22580,1/10/1999,Wilderness West,Northern Territory,Holiday,38.6191642
22581,1/01/2000,Wilderness West,Northern Territory,Holiday,45.7947068
22582,1/04/2000,Wilderness West,Northern Territory,Holiday,19.6184858
22583,1/07/2000,Wilderness West,Northern Territory,Holiday,23.7249375
22584,1/10/2000,Wilderness West,Northern Territory,Holiday,41.8379769
22585,1/01/2001,Wilderness West,Northern Territory,Holiday,45.1835212
22586,1/04/2001,Wilderness West,Northern Territory,Holiday,56.0377983
22587,1/07/2001,Wilderness West,Northern Territory,Holiday,11.6455049
22588,1/10/2001,Wilderness West,Northern Territory,Holiday,10.5256022
22589,1/01/2002,Wilderness West,Northern Territory,Holiday,49.7242926
22590,1/04/2002,Wilderness West,Northern Territory,Holiday,29.4991451
22591,1/07/2002,Wilderness West,Northern Territory,Holiday,14.963984
22592,1/10/2002,Wilderness West,Northern Territory,Holiday,39.1741879
22593,1/01/2003,Wilderness West,Northern Territory,Holiday,41.4982452
22594,1/04/2003,Wilderness West,Northern Territory,Holiday,44.0352553
22595,1/07/2003,Wilderness West,Northern Territory,Holiday,20.3176808
22596,1/10/2003,Wilderness West,Northern Territory,Holiday,38.3068709
22597,1/01/2004,Wilderness West,Northern Territory,Holiday,84.8803603
22598,1/04/2004,Wilderness West,Northern Territory,Holiday,39.3318102
22599,1/07/2004,Wilderness West,Northern Territory,Holiday,8.1457727
22600,1/10/2004,Wilderness West,Northern Territory,Holiday,46.759181
22601,1/01/2005,Wilderness West,Northern Territory,Holiday,56.2299968
22602,1/04/2005,Wilderness West,Northern Territory,Holiday,30.5318991
22603,1/07/2005,Wilderness West,Northern Territory,Holiday,21.4946682
22604,1/10/2005,Wilderness West,Northern Territory,Holiday,29.6745531
22605,1/01/2006,Wilderness West,Northern Territory,Holiday,49.196247
22606,1/04/2006,Wilderness West,Northern Territory,Holiday,44.542658
22607,1/07/2006,Wilderness West,Northern Territory,Holiday,4.266286
22608,1/10/2006,Wilderness West,Northern Territory,Holiday,23.264524
22609,1/01/2007,Wilderness West,Northern Territory,Holiday,50.5594863
